
0.024
0.046
0.023
0.02
0.119
0.141
0.021
0.027
0.026
0.024

0.063
0.124
0.044
0.075
0.207
0.035
0.044
0.079
0.037
0.098

0.08
0.219
0.428
0.074
0.201
0.122
0.151
0.103
0.137
0.227

0.185
0.094
0.14
0.178
0.472
0.144
0.321
0.235
0.233
0.167

0.149
0.157
0.437
0.235
0.281
0.224
0.601
0.14
0.569
0.111

0.658
0.225
0.453
0.17
0.282
0.26
0.179
0.223
0.504
0.308
